Category,Item,Total Spent,Transaction Date
Housing,Mortgage,893.51,2023-10-26
Other,Online Purchase,123.39,2024-02-23
Housing,Mortgage,1023.97,2023-09-16
Housing,Rent,1704.71,2023-03-17
Dining,Food Delivery,73.45,2024-02-15
Subscriptions,Gym Membership,35.44,2024-03-04
Subscriptions,Netflix,17.58,2024-07-03
Subscriptions,Gym Membership,8.83,2023-09-12
Housing,Mortgage,1457.75,2024-07-30
Housing,Mortgage,1064.24,2024-03-16
Groceries,Milk,17.5,2023-08-16
Subscriptions,Gym Membership,25.32,2024-08-12
Utilities,Internet Bill,131.87,2024-11-26
Subscriptions,Gym Membership,17.07,2023-01-26
Dining,Restaurant,46.43,2023-03-29
Groceries,Vegetables,23.83,2023-11-16
Transportation,Fuel,118.29,2024-06-17
Dining,Fast Food,73.0,2024-03-24
Housing,Mortgage,1020.37,2024-12-28
Groceries,Milk,127.83,2024-10-25
Groceries,Vegetables,120.61,2023-09-07
Subscriptions,Netflix,16.58,2024-03-12
Dining,Restaurant,120.27,2024-10-06
Utilities,Water Bill,125.07,2023-01-30
Housing,Rent,1201.37,2023-01-05
Housing,Rent,1653.26,2023-03-06
Subscriptions,Netflix,23.79,2024-01-10
Transportation,Train Ticket,70.26,2023-09-26
Housing,Mortgage,1494.75,2024-09-03
Dining,Food Delivery,60.7,2023-04-27
Transportation,Bus Pass,127.29,2024-09-24
Utilities,Gas Bill,159.84,2024-11-19
Utilities,Gas Bill,97.18,2023-07-07
Transportation,Train Ticket,78.09,2024-03-04
Subscriptions,Netflix,19.81,2024-05-13
Housing,Rent,1285.5,2023-05-24
Utilities,Gas Bill,166.27,2024-01-03
Groceries,Rice,23.07,2024-01-29
Subscriptions,Gym Membership,19.32,2024-05-18
Dining,Food Delivery,126.46,2024-05-15
Utilities,Electricity Bill,205.09,2023-08-14
Transportation,Uber Ride,43.4,2024-07-04
Transportation,Train Ticket,117.77,2024-08-02
Housing,Mortgage,758.5,2023-04-27
Transportation,Bus Pass,82.68,2023-02-12
Other,Misc Expense,83.31,2024-03-11
Groceries,Vegetables,125.02,2023-09-11
Transportation,Uber Ride,69.11,2023-12-23
Other,Online Purchase,67.54,2023-05-01
Other,Online Purchase,33.85,2024-08-25
Housing,Mortgage,1454.37,2024-03-14
Utilities,Water Bill,208.98,2023-03-02
Subscriptions,Spotify,25.89,2023-06-22
Transportation,Bus Pass,45.53,2023-10-01
Other,Online Purchase,22.93,2024-02-26
Groceries,Eggs,130.46,2023-05-10
Housing,Rent,1595.95,2023-09-11
Other,Misc Expense,74.95,2024-08-14
Housing,Mortgage,1125.24,2023-03-19
Housing,Rent,1649.72,2024-12-12
Transportation,Fuel,142.69,2023-12-02
Subscriptions,Netflix,34.65,2023-04-06
Housing,Mortgage,1576.2,2023-03-06
Other,Misc Expense,35.02,2024-03-15
Other,Online Purchase,75.72,2023-11-27
Other,Misc Expense,52.65,2024-08-14
Utilities,Internet Bill,226.71,2023-02-19
Groceries,Milk,95.05,2024-04-15
Groceries,Milk,139.63,2023-06-11
Dining,Fast Food,3.1,2024-03-14
Utilities,Water Bill,96.41,2023-10-08
Groceries,Vegetables,55.98,2023-03-26
Transportation,Train Ticket,10.61,2024-10-02
Transportation,Train Ticket,66.1,2023-04-04
Housing,Rent,1267.53,2023-05-16
Subscriptions,Netflix,20.58,2023-01-09
Housing,Mortgage,1983.42,2024-03-08
Housing,Rent,920.53,2023-04-02
Housing,Rent,1114.59,2023-11-03
Utilities,Internet Bill,195.69,2023-05-17
Housing,Rent,1388.61,2024-09-16
Housing,Rent,1611.4,2024-10-05
Housing,Rent,1462.51,2024-03-29
Other,Online Purchase,15.74,2023-04-13
Utilities,Electricity Bill,114.49,2024-03-15
Transportation,Train Ticket,39.42,2024-10-22
Groceries,Bread,84.35,2024-09-06
Housing,Mortgage,1566.67,2024-11-05
Transportation,Train Ticket,79.11,2024-06-05
Utilities,Internet Bill,42.01,2023-09-03
Dining,Fast Food,19.57,2024-05-26
Housing,Rent,1968.78,2024-01-05
Transportation,Train Ticket,59.87,2024-08-05
Dining,Fast Food,83.31,2023-06-26
Other,Misc Expense,143.3,2023-03-16
Groceries,Chicken,12.93,2023-09-26
Utilities,Electricity Bill,238.71,2024-02-12
Subscriptions,Spotify,22.54,2024-03-01
Dining,Food Delivery,62.13,2024-10-17
Subscriptions,Gym Membership,14.71,2023-11-14
Groceries,Chicken,138.38,2023-06-09
Subscriptions,Spotify,27.2,2024-10-27
Housing,Rent,1212.48,2023-09-02
Groceries,Bread,15.67,2024-03-20
Groceries,Rice,93.01,2023-02-26
Transportation,Train Ticket,20.56,2024-12-25
Utilities,Electricity Bill,239.66,2024-06-19
Subscriptions,Gym Membership,18.02,2023-10-03
Housing,Rent,641.1,2024-03-15
Transportation,Uber Ride,41.65,2024-08-13
Housing,Rent,1315.09,2023-02-26
Dining,Food Delivery,27.53,2023-06-11
Transportation,Uber Ride,134.46,2024-11-21
Housing,Rent,1312.35,2023-02-15
Other,Online Purchase,38.95,2024-04-28
Transportation,Fuel,138.27,2023-07-03
Other,Online Purchase,84.27,2024-11-02
Dining,Restaurant,50.3,2024-03-02
Housing,Mortgage,709.04,2024-01-17
Groceries,Chicken,101.98,2023-02-23
Utilities,Water Bill,245.91,2024-02-15
Groceries,Rice,130.31,2023-11-15
Transportation,Uber Ride,84.3,2023-01-09
Transportation,Train Ticket,45.86,2023-11-08
Housing,Rent,1428.37,2024-05-20
Other,Online Purchase,110.67,2024-07-13
Other,Online Purchase,25.13,2024-02-24
Groceries,Bread,82.61,2024-10-13
Other,Online Purchase,142.8,2023-01-02
Other,Misc Expense,127.8,2023-11-11
Groceries,Bread,80.88,2023-09-01
Dining,Fast Food,144.29,2023-05-26
Housing,Mortgage,1889.78,2024-06-16
Dining,Food Delivery,134.65,2024-04-14
Housing,Rent,1307.6,2024-10-14
Other,Misc Expense,14.0,2024-08-04
Groceries,Rice,100.38,2023-05-14
Utilities,Gas Bill,99.3,2024-02-07
Housing,Mortgage,980.74,2023-03-18
Utilities,Water Bill,158.64,2023-06-09
Groceries,Bread,69.09,2023-11-18
Dining,Restaurant,81.78,2023-08-01
Dining,Fast Food,71.11,2023-05-03
Groceries,Bread,121.72,2023-11-08
Other,Online Purchase,34.61,2023-12-02
Utilities,Electricity Bill,243.05,2024-02-10
Subscriptions,Netflix,14.11,2023-06-28
Groceries,Rice,128.63,2024-07-23
Housing,Rent,742.67,2023-05-24
Groceries,Milk,12.07,2023-08-16
Utilities,Water Bill,111.89,2024-10-07
Housing,Rent,962.35,2023-03-18
Groceries,Milk,32.07,2024-10-23
Dining,Restaurant,16.52,2023-12-06
Groceries,Milk,141.52,2023-02-21
Utilities,Internet Bill,116.9,2023-01-31
Dining,Food Delivery,65.72,2023-12-29
Utilities,Water Bill,128.12,2023-06-02
Groceries,Chicken,94.02,2023-09-09
Housing,Mortgage,1835.89,2024-05-05
Groceries,Milk,44.13,2023-05-21
Dining,Restaurant,97.47,2024-06-22
Utilities,Electricity Bill,202.02,2024-01-03
Dining,Food Delivery,117.87,2023-12-19
Subscriptions,Gym Membership,14.47,2023-01-27
Transportation,Train Ticket,7.31,2023-10-15
Groceries,Rice,80.83,2024-08-21
Utilities,Water Bill,174.51,2023-09-30
Subscriptions,Gym Membership,39.87,2023-08-13
Subscriptions,Spotify,34.37,2023-06-27
Utilities,Water Bill,207.37,2024-12-15
Transportation,Uber Ride,106.41,2023-12-27
Subscriptions,Gym Membership,38.19,2024-05-19
Subscriptions,Spotify,6.33,2023-02-27
Utilities,Water Bill,135.16,2023-12-06
Subscriptions,Netflix,16.93,2023-07-01
Other,Misc Expense,11.75,2023-06-01
Subscriptions,Gym Membership,32.1,2024-06-22
Other,Misc Expense,144.2,2024-01-18
Housing,Mortgage,1071.19,2023-11-27
Utilities,Water Bill,126.11,2024-10-16
Dining,Food Delivery,49.64,2024-12-25
Subscriptions,Gym Membership,26.48,2024-01-01
Utilities,Water Bill,191.48,2023-10-29
Utilities,Water Bill,238.73,2024-08-09
Dining,Food Delivery,7.76,2024-09-08
Transportation,Train Ticket,97.03,2023-04-17
Dining,Restaurant,51.68,2023-03-21
Utilities,Gas Bill,66.94,2023-04-01
Other,Misc Expense,68.65,2023-09-29
Utilities,Water Bill,107.11,2023-04-21
Housing,Rent,1213.51,2024-03-05
Utilities,Internet Bill,113.32,2024-07-13
Dining,Restaurant,124.83,2024-08-14
Housing,Rent,703.19,2023-02-04
Transportation,Uber Ride,49.85,2023-04-18
Groceries,Eggs,28.01,2024-01-20
Utilities,Electricity Bill,227.59,2023-04-06
Transportation,Fuel,106.56,2024-03-17
Housing,Rent,1207.88,2023-02-24
Groceries,Eggs,33.22,2023-07-14
Dining,Food Delivery,84.45,2024-07-07
Transportation,Bus Pass,46.72,2023-04-09
Groceries,Rice,87.05,2024-05-17
Utilities,Electricity Bill,124.07,2023-10-29
Other,Misc Expense,32.35,2023-01-27
Utilities,Water Bill,244.95,2024-04-29
Other,Online Purchase,48.33,2024-02-12
Dining,Fast Food,134.55,2023-09-29
Groceries,Vegetables,82.99,2023-07-09
Transportation,Fuel,57.3,2024-04-01
Groceries,Eggs,67.64,2023-09-27
Utilities,Gas Bill,63.25,2024-12-14
Housing,Rent,1081.31,2024-07-08
Dining,Food Delivery,36.44,2023-03-04
Other,Misc Expense,123.31,2024-03-04
Subscriptions,Gym Membership,21.62,2023-08-30
Dining,Fast Food,14.61,2023-02-05
Subscriptions,Gym Membership,33.02,2024-11-24
Subscriptions,Netflix,31.5,2023-06-27
Utilities,Water Bill,57.76,2024-03-09
Groceries,Vegetables,67.0,2024-10-04
Utilities,Gas Bill,189.96,2023-03-10
Groceries,Rice,84.79,2024-07-19
Transportation,Bus Pass,79.39,2023-01-13
Other,Misc Expense,19.54,2023-06-03
Utilities,Electricity Bill,153.79,2023-04-14
Other,Misc Expense,130.52,2023-12-19
Dining,Fast Food,59.31,2024-05-12
Subscriptions,Gym Membership,11.03,2024-02-17
Utilities,Internet Bill,225.71,2023-12-06
Housing,Rent,1265.31,2023-10-03
Transportation,Uber Ride,52.67,2023-11-07
Transportation,Bus Pass,126.9,2024-12-13
Housing,Rent,919.14,2023-11-04
Housing,Mortgage,1049.22,2024-03-02
Subscriptions,Gym Membership,20.46,2024-02-21
Housing,Mortgage,1814.06,2023-02-27
Subscriptions,Netflix,29.83,2024-02-18
Utilities,Electricity Bill,222.54,2023-07-25
Other,Online Purchase,39.68,2024-04-12
Groceries,Eggs,106.58,2023-10-08
Transportation,Fuel,77.25,2024-10-12
Groceries,Vegetables,7.49,2024-01-17
Dining,Food Delivery,68.58,2024-04-30
Subscriptions,Gym Membership,10.72,2023-09-22
Housing,Rent,1141.19,2023-06-16
Other,Online Purchase,129.0,2024-10-24
Utilities,Water Bill,120.09,2023-01-21
Other,Online Purchase,72.69,2023-05-16
Housing,Rent,611.85,2023-09-16
Subscriptions,Spotify,29.83,2023-10-09
Dining,Fast Food,128.18,2024-04-15
Transportation,Train Ticket,71.6,2024-11-24
Subscriptions,Gym Membership,8.58,2024-06-07
Housing,Mortgage,1431.28,2023-10-17
Transportation,Uber Ride,73.82,2023-12-11
Transportation,Bus Pass,129.64,2023-09-25
Housing,Mortgage,1324.21,2023-09-04
Groceries,Chicken,62.4,2023-11-24
Housing,Rent,1517.56,2023-10-30
Transportation,Fuel,62.48,2023-02-06
Subscriptions,Gym Membership,33.56,2023-12-18
Housing,Rent,1493.64,2024-05-02
Housing,Mortgage,1783.59,2024-11-04
Subscriptions,Netflix,21.48,2023-09-22
Housing,Rent,1859.43,2024-11-01
Groceries,Bread,55.23,2023-11-11
Dining,Fast Food,57.64,2024-08-22
Transportation,Fuel,128.13,2024-04-26
Groceries,Vegetables,88.79,2024-09-27
Groceries,Rice,133.75,2024-05-27
Groceries,Vegetables,59.11,2023-11-02
Dining,Restaurant,131.01,2023-06-04
Utilities,Water Bill,247.18,2024-04-13
Utilities,Gas Bill,69.68,2023-03-24
Dining,Fast Food,95.76,2023-07-01
Transportation,Uber Ride,3.69,2023-10-08
Utilities,Water Bill,64.86,2023-04-01
Utilities,Internet Bill,118.75,2024-05-03
Dining,Restaurant,8.55,2023-07-24
Housing,Mortgage,1848.81,2024-06-27
Utilities,Electricity Bill,167.87,2023-09-12
Utilities,Gas Bill,52.6,2024-05-30
Subscriptions,Spotify,33.83,2023-11-02
Transportation,Fuel,109.99,2024-09-02
Subscriptions,Spotify,29.04,2023-05-18
Transportation,Fuel,55.81,2023-07-12
Utilities,Internet Bill,79.35,2023-05-15
Utilities,Electricity Bill,67.18,2024-01-11
Housing,Rent,1496.45,2024-07-01
Subscriptions,Netflix,6.68,2023-04-21
Housing,Rent,762.11,2024-03-30
Dining,Restaurant,83.45,2024-04-30
Housing,Rent,1560.04,2023-01-10
Transportation,Fuel,100.26,2024-11-09
Subscriptions,Spotify,29.53,2024-03-04
Other,Online Purchase,78.2,2024-09-24
Groceries,Eggs,19.76,2023-04-19
Dining,Restaurant,92.52,2023-09-27
Other,Online Purchase,55.61,2024-02-24
Transportation,Train Ticket,8.79,2024-05-23
Utilities,Internet Bill,30.6,2024-11-18
Groceries,Milk,125.78,2024-11-16
Dining,Restaurant,142.57,2024-06-07
Groceries,Vegetables,109.37,2023-09-20
Housing,Rent,1968.21,2023-09-28
Dining,Restaurant,17.67,2023-06-28
Other,Online Purchase,128.28,2024-01-04
Other,Misc Expense,65.62,2023-04-29
Groceries,Milk,4.42,2023-05-22
Housing,Rent,1852.34,2024-09-28
Transportation,Uber Ride,57.78,2023-12-17
Utilities,Electricity Bill,241.71,2023-10-06
Other,Misc Expense,104.42,2024-05-04
Other,Misc Expense,98.38,2023-06-20
Groceries,Bread,105.34,2023-03-02
Other,Online Purchase,18.25,2024-08-27
Dining,Food Delivery,102.72,2023-07-05
Subscriptions,Spotify,26.4,2024-12-01
Other,Online Purchase,74.01,2024-05-14
Groceries,Rice,67.78,2023-03-06
Transportation,Bus Pass,4.82,2024-11-25
Subscriptions,Gym Membership,24.78,2024-11-16
Other,Misc Expense,79.31,2024-12-05
Housing,Rent,1617.31,2024-05-08
Transportation,Fuel,24.85,2024-07-25
Subscriptions,Netflix,37.7,2024-06-01
Other,Misc Expense,128.23,2023-06-19
Groceries,Rice,50.13,2023-12-05
Transportation,Uber Ride,77.52,2024-07-17
Housing,Mortgage,929.0,2024-04-15
Dining,Food Delivery,68.87,2024-05-25
Dining,Fast Food,20.45,2024-05-24
Housing,Rent,1177.27,2024-07-24
Subscriptions,Netflix,32.71,2024-09-25
Housing,Mortgage,1387.27,2024-11-01
Housing,Mortgage,1108.68,2023-02-25
Other,Online Purchase,127.11,2023-12-06
Subscriptions,Gym Membership,30.08,2024-01-08
Housing,Mortgage,1663.05,2023-08-16
Groceries,Eggs,55.21,2024-10-10
Other,Misc Expense,83.51,2024-01-18
Housing,Rent,829.82,2023-05-24
Other,Misc Expense,18.72,2024-09-17
Utilities,Water Bill,217.48,2023-08-09
Dining,Restaurant,108.37,2023-04-21
Other,Misc Expense,9.84,2024-10-10
Other,Online Purchase,116.51,2024-04-06
Dining,Food Delivery,89.63,2024-05-31
Utilities,Internet Bill,191.97,2024-07-20
Dining,Food Delivery,73.99,2024-06-04
Other,Online Purchase,104.7,2023-06-27
Housing,Rent,1520.53,2024-09-12
Transportation,Fuel,64.54,2024-09-15
Housing,Rent,1949.03,2023-10-29
Dining,Restaurant,23.31,2024-09-08
Housing,Mortgage,1366.93,2023-11-18
Housing,Rent,1473.83,2023-10-25
Housing,Mortgage,785.74,2024-12-28
Housing,Rent,1572.04,2023-11-27
Housing,Rent,1387.19,2024-08-19
Subscriptions,Gym Membership,28.6,2024-06-30
Transportation,Fuel,121.82,2024-06-19
Groceries,Milk,58.99,2023-02-24
Housing,Rent,1650.26,2023-06-14
Transportation,Bus Pass,24.52,2023-03-05
Housing,Mortgage,1357.64,2024-01-03
Other,Misc Expense,18.06,2024-11-22
Housing,Rent,1385.78,2023-09-01
Subscriptions,Gym Membership,28.26,2024-01-26
Dining,Fast Food,143.64,2024-12-02
Transportation,Uber Ride,4.91,2023-09-15
Utilities,Internet Bill,230.53,2024-12-22
Housing,Mortgage,1365.26,2024-09-09
Utilities,Water Bill,69.03,2024-11-30
Groceries,Bread,144.48,2024-06-10
Groceries,Rice,8.97,2023-10-13
Subscriptions,Spotify,25.44,2023-09-19
Groceries,Eggs,71.55,2023-06-08
Groceries,Bread,139.51,2024-09-03
Groceries,Vegetables,93.49,2024-11-08
Transportation,Fuel,119.12,2024-07-17
Transportation,Uber Ride,118.25,2023-11-22
Subscriptions,Netflix,23.22,2024-06-01
Utilities,Internet Bill,118.75,2023-12-24
Utilities,Water Bill,102.83,2023-10-28
Utilities,Internet Bill,211.21,2024-10-26
Groceries,Milk,101.33,2024-04-01
Utilities,Water Bill,180.16,2023-11-25
Dining,Restaurant,59.72,2024-07-07
Housing,Mortgage,1323.61,2024-01-19
Subscriptions,Gym Membership,6.53,2024-10-29
Utilities,Gas Bill,238.61,2023-06-21
Other,Online Purchase,95.16,2023-08-04
Housing,Rent,1193.89,2023-04-17
Utilities,Internet Bill,236.75,2024-12-03
Utilities,Electricity Bill,102.98,2023-03-31
Groceries,Milk,29.16,2023-09-15
Subscriptions,Netflix,12.97,2023-09-22
Dining,Fast Food,69.32,2024-02-19
Dining,Fast Food,5.48,2024-11-20
Groceries,Chicken,3.87,2024-09-25
Groceries,Vegetables,89.08,2024-12-18
Other,Online Purchase,55.58,2024-05-29
Groceries,Eggs,118.67,2023-11-05
Subscriptions,Netflix,37.43,2024-01-26
Dining,Food Delivery,7.53,2023-06-10
Subscriptions,Netflix,18.68,2024-07-12
Transportation,Train Ticket,46.81,2024-10-25
Transportation,Uber Ride,84.37,2024-07-22
Utilities,Electricity Bill,156.0,2024-02-08
Subscriptions,Gym Membership,15.66,2023-12-19
Utilities,Internet Bill,217.32,2023-05-26
Utilities,Water Bill,213.64,2023-07-18
Groceries,Bread,101.63,2024-08-03
Other,Online Purchase,128.15,2024-07-16
Dining,Food Delivery,83.8,2023-10-25
Housing,Rent,876.38,2024-08-17
Dining,Fast Food,55.5,2024-11-18
Housing,Rent,1467.32,2023-07-18
Transportation,Fuel,69.24,2024-09-23
Housing,Mortgage,813.35,2024-08-03
Transportation,Bus Pass,143.92,2023-06-22
Groceries,Eggs,39.19,2023-08-15
Housing,Mortgage,1103.28,2024-11-26
Housing,Mortgage,1247.99,2024-01-03
Other,Misc Expense,74.58,2023-04-22
Utilities,Electricity Bill,218.92,2023-05-24
Subscriptions,Netflix,36.02,2023-03-20
Housing,Rent,1789.42,2024-10-08
Groceries,Chicken,88.1,2024-08-27
Utilities,Electricity Bill,149.56,2024-07-06
Dining,Food Delivery,116.95,2024-01-10
Dining,Restaurant,134.04,2024-08-26
Housing,Mortgage,1301.57,2023-04-03
Dining,Fast Food,76.82,2024-11-09
Utilities,Water Bill,60.88,2023-06-13
Utilities,Water Bill,136.37,2024-01-03
Groceries,Bread,114.94,2023-08-26
Groceries,Eggs,57.31,2023-02-13
Housing,Rent,1708.04,2024-02-02
Dining,Fast Food,132.59,2023-02-10
Housing,Mortgage,1955.82,2024-10-10
Other,Misc Expense,125.73,2023-09-27
Subscriptions,Gym Membership,18.18,2024-01-23
Transportation,Uber Ride,78.95,2024-01-21
Utilities,Internet Bill,220.9,2024-05-13
Other,Misc Expense,133.41,2023-01-07
Subscriptions,Netflix,13.05,2024-06-10
Housing,Mortgage,861.67,2024-01-06
Subscriptions,Gym Membership,28.14,2024-02-29
Other,Misc Expense,108.88,2024-05-08
Housing,Mortgage,1427.11,2024-10-24
Other,Misc Expense,6.3,2023-02-14
Utilities,Water Bill,142.78,2024-08-09
Utilities,Electricity Bill,232.94,2024-06-13
Dining,Food Delivery,145.48,2024-10-14
Groceries,Vegetables,110.01,2023-10-18
Groceries,Bread,69.03,2024-04-27
Other,Misc Expense,28.07,2024-02-25
Subscriptions,Netflix,33.72,2023-07-06
Subscriptions,Gym Membership,10.87,2024-12-03
Transportation,Fuel,90.69,2023-03-12
Utilities,Internet Bill,53.89,2023-07-27
Subscriptions,Gym Membership,33.93,2024-09-12
Groceries,Bread,72.95,2024-09-21
Subscriptions,Netflix,23.6,2023-05-01
Groceries,Rice,99.93,2024-09-09
Subscriptions,Netflix,32.12,2024-10-26
Dining,Food Delivery,64.84,2023-02-14
Housing,Mortgage,1723.22,2024-01-26
Transportation,Uber Ride,65.55,2023-09-18
Dining,Restaurant,136.78,2023-03-27
Transportation,Fuel,40.9,2023-01-06
Housing,Rent,764.96,2023-01-08
Dining,Food Delivery,33.2,2023-11-20
Dining,Fast Food,18.67,2024-03-12
Housing,Mortgage,1350.55,2024-08-01
Transportation,Bus Pass,148.79,2024-02-11
Other,Online Purchase,63.74,2024-07-24
Dining,Restaurant,57.42,2024-07-22
Dining,Fast Food,148.31,2024-08-14
Transportation,Fuel,111.16,2024-11-06
Groceries,Vegetables,36.78,2024-12-17
Utilities,Electricity Bill,118.12,2023-12-13
Other,Online Purchase,26.63,2024-10-13
Groceries,Milk,124.02,2024-04-27
Subscriptions,Spotify,14.21,2024-01-15
Groceries,Chicken,8.55,2024-01-29
Dining,Food Delivery,99.46,2023-10-21
Housing,Rent,1748.32,2024-10-17
Dining,Fast Food,4.57,2024-11-03
Other,Misc Expense,31.63,2024-09-05
Subscriptions,Gym Membership,26.53,2024-11-21
Groceries,Eggs,38.17,2023-01-01
Utilities,Electricity Bill,201.53,2023-12-28
Housing,Mortgage,880.43,2023-01-16
Housing,Rent,1369.43,2024-07-26
Subscriptions,Spotify,33.54,2023-08-20
Subscriptions,Netflix,19.14,2023-01-05
Transportation,Train Ticket,62.85,2023-04-20
Subscriptions,Netflix,16.9,2023-04-30
Other,Misc Expense,131.79,2024-08-11
Transportation,Fuel,145.01,2024-07-30
Dining,Restaurant,114.35,2024-04-14
Housing,Mortgage,1806.83,2024-05-08
Groceries,Eggs,12.93,2024-10-10
Other,Online Purchase,102.51,2023-08-24
Other,Misc Expense,63.63,2023-12-28
Subscriptions,Gym Membership,34.13,2023-09-12
Transportation,Uber Ride,61.64,2023-12-17
Groceries,Chicken,139.92,2024-05-02
Transportation,Bus Pass,35.13,2024-08-10
Transportation,Train Ticket,142.23,2024-11-30
Utilities,Internet Bill,81.67,2023-09-05
Other,Misc Expense,33.4,2023-07-27
Other,Online Purchase,125.94,2023-12-31
Utilities,Electricity Bill,47.27,2024-11-10
Dining,Food Delivery,3.97,2024-07-08
Groceries,Rice,57.57,2023-11-19
Dining,Food Delivery,130.71,2024-05-17
Utilities,Gas Bill,195.04,2023-05-12
Groceries,Chicken,120.49,2024-05-04
Subscriptions,Netflix,18.78,2024-12-03
Other,Online Purchase,70.21,2023-05-04
Housing,Mortgage,611.79,2024-11-21
Utilities,Internet Bill,101.6,2024-09-19
Other,Misc Expense,30.51,2023-09-27
Utilities,Gas Bill,164.88,2024-01-10
Utilities,Internet Bill,122.2,2024-01-17
Transportation,Fuel,44.11,2023-07-04
Subscriptions,Netflix,29.01,2023-04-13
Housing,Mortgage,1377.48,2024-01-26
Utilities,Water Bill,192.48,2024-04-29
Other,Online Purchase,28.96,2024-05-26
Utilities,Gas Bill,96.01,2024-07-29
Other,Online Purchase,61.57,2024-12-08
Utilities,Electricity Bill,85.94,2024-10-06
Groceries,Rice,112.46,2023-09-24
Transportation,Bus Pass,85.37,2023-09-21
Transportation,Uber Ride,63.53,2023-12-26
Other,Online Purchase,87.8,2024-10-27
Housing,Rent,998.45,2023-11-29
Housing,Mortgage,1225.7,2023-03-22
Dining,Food Delivery,45.12,2024-10-08
Utilities,Water Bill,234.28,2024-03-07
Housing,Mortgage,699.88,2023-06-15
Transportation,Train Ticket,49.08,2024-10-30
Transportation,Bus Pass,91.99,2024-02-09
Transportation,Fuel,117.8,2024-01-07
Housing,Mortgage,857.44,2023-01-24
Utilities,Water Bill,236.9,2024-12-18
Housing,Rent,1155.86,2023-04-08
Groceries,Rice,83.62,2023-01-27
