Category,Item,Total Spent,Transaction Date
Other,Pharmacy,74.99,2024-12-12
Dining,Fast Food,55.51,2023-10-15
Subscriptions,iCloud,18.97,2024-07-31
Groceries,Eggs,137.93,2024-07-17
Groceries,Cereal,188.88,2023-08-03
Transportation,Bus Pass,116.72,2023-03-12
Subscriptions,iCloud,31.59,2023-05-23
Dining,Fast Food,44.17,2023-06-07
Dining,Cafe,16.46,2024-09-04
Transportation,Fuel,75.74,2024-12-09
Transportation,Uber Ride,111.12,2024-01-04
Dining,Restaurant,21.95,2023-09-12
Dining,Food Delivery,30.78,2024-09-19
Groceries,Fruit,193.53,2023-12-06
Other,Gift,29.17,2023-04-11
Utilities,Phone Bill,200.51,2024-07-25
Dining,Fast Food,74.1,2024-02-05
Transportation,Car Maintenance,97.28,2023-06-04
Utilities,Electricity Bill,138.45,2023-10-30
Transportation,Uber Ride,18.02,2023-05-26
Utilities,Gas Bill,132.0,2023-07-31
Transportation,Bus Pass,67.71,2024-03-24
Dining,Cafe,54.43,2023-11-04
Groceries,Bread,9.4,2023-12-18
Dining,Fast Food,149.14,2023-09-07
Transportation,Car Maintenance,24.1,2024-07-27
Transportation,Fuel,34.0,2024-02-19
Dining,Fast Food,104.27,2024-03-18
Utilities,Phone Bill,232.53,2024-04-05
Dining,Cafe,5.69,2023-08-08
Groceries,Bread,117.58,2024-07-03
Groceries,Vegetables,43.43,2023-04-27
Utilities,Internet Bill,149.01,2024-10-16
Utilities,Internet Bill,168.66,2024-08-24
Groceries,Vegetables,169.88,2024-09-24
Groceries,Chicken,184.14,2024-08-27
Groceries,Eggs,66.07,2023-09-02
Utilities,Water Bill,112.73,2023-05-25
Transportation,Fuel,84.31,2024-08-11
Utilities,Water Bill,139.37,2024-07-04
Dining,Fast Food,91.01,2024-05-16
Utilities,Water Bill,98.93,2024-04-06
Dining,Food Delivery,152.54,2024-05-11
Groceries,Fruit,192.95,2024-06-01
Dining,Cafe,111.13,2024-03-01
Dining,Cafe,80.75,2023-03-26
Dining,Fast Food,50.27,2023-10-09
Groceries,Chicken,37.8,2024-04-13
Dining,Cafe,90.21,2023-04-26
Dining,Food Delivery,125.14,2024-01-11
Transportation,Uber Ride,106.88,2024-03-27
Transportation,Fuel,16.13,2024-10-31
Subscriptions,Gym Membership,39.87,2023-02-03
Transportation,Bus Pass,120.98,2023-03-31
Transportation,Uber Ride,109.04,2023-08-31
Groceries,Vegetables,172.9,2024-09-16
Dining,Fast Food,100.5,2023-07-31
Subscriptions,Netflix,27.37,2024-06-29
Utilities,Phone Bill,64.57,2024-12-21
Utilities,Phone Bill,87.83,2024-06-10
Other,Online Purchase,36.49,2024-02-26
Housing,Mortgage,1993.92,2023-05-10
Dining,Fast Food,43.7,2024-12-29
Utilities,Water Bill,203.95,2024-11-23
Utilities,Water Bill,160.69,2023-10-03
Dining,Cafe,75.06,2024-10-10
Subscriptions,Netflix,20.52,2023-10-12
Dining,Food Delivery,75.48,2024-05-14
Utilities,Electricity Bill,229.19,2023-04-06
Dining,Cafe,103.4,2024-12-15
Utilities,Electricity Bill,211.98,2024-02-12
Groceries,Fruit,165.85,2024-05-21
Utilities,Gas Bill,104.37,2024-08-14
Groceries,Cereal,158.72,2024-11-29
Subscriptions,Netflix,8.08,2024-04-15
Groceries,Eggs,91.05,2023-01-01
Other,Gift,52.97,2024-12-06
Housing,Landlord Payment,1117.89,2023-10-08
Groceries,Vegetables,53.83,2024-01-16
Dining,Fast Food,13.03,2024-10-02
Utilities,Water Bill,125.87,2023-04-04
Dining,Restaurant,38.08,2023-03-21
Groceries,Rice,106.29,2024-03-31
Groceries,Vegetables,164.34,2024-03-08
Dining,Cafe,15.98,2024-01-28
Groceries,Bread,25.12,2024-01-12
Housing,Rent,1243.22,2023-05-17
Dining,Fast Food,15.6,2024-07-30
Groceries,Eggs,90.82,2023-08-07
Dining,Fast Food,147.58,2024-09-22
Dining,Fast Food,18.44,2023-04-13
Groceries,Bread,119.97,2024-01-29
Utilities,Internet Bill,98.91,2023-05-24
Groceries,Bread,53.39,2024-09-07
Dining,Food Delivery,125.74,2024-12-08
Groceries,Chicken,45.06,2024-09-13
Transportation,Fuel,42.78,2023-02-25
Subscriptions,Spotify,24.29,2023-04-26
Groceries,Bread,108.02,2023-01-13
Other,Pharmacy,35.6,2024-08-05
Transportation,Car Maintenance,96.25,2024-04-27
Other,Online Purchase,7.12,2023-03-11
Groceries,Rice,12.77,2023-03-03
Housing,Mortgage,1435.25,2024-10-05
Dining,Cafe,70.65,2024-02-16
Groceries,Eggs,59.11,2023-11-14
Groceries,Rice,194.99,2023-06-09
Transportation,Fuel,82.93,2024-10-27
Dining,Restaurant,53.08,2024-03-23
Dining,Fast Food,13.98,2023-03-30
Housing,Rent,1352.73,2024-09-15
Groceries,Eggs,28.29,2024-12-25
Groceries,Milk,36.95,2023-12-22
Transportation,Bus Pass,25.04,2023-05-10
Dining,Food Delivery,118.61,2023-05-01
Subscriptions,Netflix,17.74,2024-03-15
Utilities,Electricity Bill,86.79,2024-08-13
Dining,Cafe,75.56,2024-01-04
Groceries,Eggs,76.7,2023-09-19
Subscriptions,Prime Membership,31.64,2023-04-29
Groceries,Milk,13.59,2023-01-13
Groceries,Cereal,75.98,2023-06-03
Groceries,Milk,112.81,2024-11-02
Transportation,Bus Pass,36.26,2023-11-24
Utilities,Electricity Bill,159.31,2023-05-03
Transportation,Uber Ride,26.75,2024-06-12
Other,Gift,20.02,2024-04-21
Housing,Mortgage,1157.32,2024-07-20
Transportation,Bus Pass,29.69,2024-07-31
Subscriptions,Prime Membership,13.95,2024-01-13
Dining,Cafe,159.66,2023-07-20
Dining,Fast Food,28.34,2024-02-24
Groceries,Vegetables,129.01,2024-12-11
Housing,Mortgage,652.27,2024-11-04
Utilities,Gas Bill,49.43,2024-06-26
Other,Gift,124.53,2023-03-03
Other,Misc Expense,178.78,2023-04-06
Groceries,Rice,179.97,2024-06-16
Transportation,Bus Pass,65.27,2023-03-28
Dining,Fast Food,103.77,2024-02-08
Groceries,Milk,89.82,2023-05-14
Groceries,Chicken,170.93,2024-02-07
Dining,Food Delivery,54.3,2023-10-06
Groceries,Rice,31.54,2024-08-21
Groceries,Bread,37.05,2024-04-22
Utilities,Electricity Bill,150.94,2023-08-01
Transportation,Fuel,38.57,2023-05-03
Groceries,Chicken,166.15,2024-12-14
Dining,Fast Food,134.57,2023-12-02
Groceries,Rice,193.84,2024-02-10
Transportation,Bus Pass,37.9,2023-06-28
Groceries,Fruit,171.65,2024-07-23
Dining,Fast Food,19.68,2023-04-15
Subscriptions,Spotify,8.98,2023-03-05
Subscriptions,Spotify,9.36,2024-02-15
Utilities,Electricity Bill,161.85,2023-09-23
Housing,Rent,683.79,2023-03-08
Groceries,Cereal,162.81,2023-04-05
Housing,Mortgage,839.92,2024-04-17
Groceries,Fruit,165.23,2024-02-09
Transportation,Fuel,96.28,2023-06-26
Utilities,Water Bill,89.62,2024-04-01
Housing,Rent,1601.87,2024-09-23
Groceries,Chicken,102.28,2024-07-17
Transportation,Uber Ride,40.61,2023-05-21
Transportation,Car Maintenance,36.38,2024-07-10
Subscriptions,iCloud,36.06,2024-01-03
Transportation,Fuel,49.48,2024-08-02
Transportation,Fuel,39.32,2023-01-27
Utilities,Water Bill,31.89,2023-10-15
Groceries,Cereal,108.24,2024-08-21
Other,Misc Expense,27.73,2024-11-03
Groceries,Milk,153.99,2023-08-13
Dining,Cafe,59.99,2023-06-27
Groceries,Vegetables,162.21,2024-12-15
Utilities,Phone Bill,31.63,2024-12-18
Utilities,Phone Bill,157.45,2024-07-30
Housing,Mortgage,1490.29,2023-06-29
Transportation,Uber Ride,9.75,2024-09-08
Groceries,Cereal,5.13,2024-09-20
Groceries,Eggs,71.45,2023-07-01
Housing,Mortgage,742.31,2023-06-01
Dining,Fast Food,125.03,2024-06-22
Housing,Rent,1229.07,2024-11-09
Utilities,Electricity Bill,104.09,2023-11-27
Groceries,Eggs,147.81,2024-03-23
Subscriptions,iCloud,30.62,2023-06-28
Dining,Food Delivery,39.6,2024-08-26
Subscriptions,iCloud,16.58,2024-12-06
Utilities,Water Bill,196.28,2024-12-19
Housing,Mortgage,1968.67,2024-08-04
Groceries,Vegetables,184.6,2024-09-18
Groceries,Bread,187.65,2023-05-25
Utilities,Electricity Bill,80.93,2023-11-24
Groceries,Bread,165.22,2024-11-17
Dining,Food Delivery,74.23,2023-09-29
Groceries,Bread,73.34,2023-04-21
Dining,Restaurant,64.82,2024-03-05
Other,Gift,124.79,2024-01-23
Utilities,Internet Bill,48.84,2024-05-05
Subscriptions,Prime Membership,30.69,2024-12-04
Groceries,Cereal,19.37,2023-02-04
Utilities,Gas Bill,86.37,2023-04-18
Groceries,Eggs,178.15,2023-06-14
Dining,Restaurant,57.38,2024-09-20
Housing,Landlord Payment,698.04,2024-10-31
Groceries,Fruit,35.64,2023-04-14
Utilities,Water Bill,121.18,2024-07-21
Dining,Food Delivery,107.39,2023-11-01
Groceries,Milk,81.62,2024-07-16
Subscriptions,Spotify,6.23,2023-01-04
Transportation,Bus Pass,115.7,2024-10-02
Dining,Fast Food,20.03,2023-07-31
Groceries,Chicken,195.53,2024-04-29
Subscriptions,Gym Membership,36.18,2024-04-27
Transportation,Bus Pass,14.58,2024-07-11
Utilities,Gas Bill,233.09,2024-01-14
Groceries,Milk,56.34,2024-04-21
Utilities,Gas Bill,157.6,2023-06-04
Subscriptions,Netflix,7.51,2023-12-19
Subscriptions,iCloud,43.8,2024-08-26
Groceries,Milk,168.96,2024-06-19
Transportation,Car Maintenance,96.82,2024-05-01
Dining,Fast Food,78.82,2023-03-22
Utilities,Electricity Bill,142.99,2024-06-13
Subscriptions,Prime Membership,10.05,2024-04-04
Groceries,Eggs,194.57,2023-07-17
Groceries,Fruit,20.28,2024-11-30
Transportation,Train Ticket,117.11,2023-09-22
Utilities,Electricity Bill,45.45,2024-07-23
Utilities,Gas Bill,226.31,2024-06-16
Transportation,Uber Ride,110.54,2024-09-30
Dining,Cafe,22.44,2023-06-03
Groceries,Bread,185.36,2024-07-30
Subscriptions,Gym Membership,39.57,2023-12-19
Housing,Mortgage,1243.72,2024-05-12
Dining,Cafe,10.81,2023-10-10
Transportation,Car Maintenance,85.99,2024-12-11
Transportation,Fuel,124.76,2023-12-06
Dining,Restaurant,120.59,2023-10-03
Housing,Rent,1173.69,2023-11-07
Utilities,Internet Bill,226.69,2024-12-02
Groceries,Rice,31.21,2024-03-29
Subscriptions,Gym Membership,15.05,2024-03-02
Dining,Restaurant,34.13,2023-08-05
Housing,Mortgage,1798.46,2024-06-12
Housing,Rent,1448.67,2023-06-12
Groceries,Fruit,31.45,2024-06-20
Housing,Rent,919.29,2023-07-25
Subscriptions,Spotify,5.36,2023-02-21
Housing,Landlord Payment,958.62,2024-01-13
Subscriptions,Prime Membership,20.27,2023-05-07
Dining,Fast Food,62.73,2024-08-31
Transportation,Fuel,82.99,2023-12-25
Utilities,Gas Bill,201.01,2024-12-06
Groceries,Milk,80.38,2023-06-16
Housing,Rent,1978.52,2024-10-24
Groceries,Rice,57.47,2024-02-24
Transportation,Uber Ride,67.43,2023-05-16
Dining,Restaurant,39.68,2024-09-14
Subscriptions,Gym Membership,33.22,2024-12-27
Dining,Cafe,143.8,2023-12-24
Transportation,Train Ticket,66.4,2024-11-24
Transportation,Car Maintenance,56.81,2023-04-15
Groceries,Vegetables,114.48,2024-08-31
Dining,Food Delivery,111.08,2024-05-08
Groceries,Chicken,129.92,2023-10-11
Utilities,Gas Bill,69.26,2024-06-13
Subscriptions,Netflix,37.02,2024-09-06
Transportation,Bus Pass,95.94,2023-01-27
Dining,Food Delivery,45.21,2024-03-04
Transportation,Uber Ride,82.46,2024-08-08
Subscriptions,Gym Membership,33.79,2023-08-16
Dining,Cafe,145.51,2024-11-18
Utilities,Gas Bill,223.67,2024-11-04
Housing,Rent,1105.37,2024-04-27
Groceries,Chicken,146.41,2024-07-26
Subscriptions,Spotify,42.82,2023-12-10
Dining,Fast Food,60.07,2023-11-11
Transportation,Bus Pass,53.29,2024-08-22
Utilities,Electricity Bill,135.58,2024-10-11
Dining,Restaurant,78.19,2023-07-19
Transportation,Fuel,75.12,2024-02-28
Groceries,Eggs,31.79,2023-07-25
Utilities,Phone Bill,234.82,2024-04-13
Groceries,Eggs,156.89,2024-05-14
Utilities,Water Bill,98.65,2023-03-01
Groceries,Chicken,45.83,2023-06-22
Dining,Fast Food,80.88,2023-04-01
Groceries,Fruit,128.53,2024-02-18
Transportation,Fuel,54.9,2023-02-08
Transportation,Bus Pass,133.11,2023-11-26
Subscriptions,Prime Membership,11.81,2024-11-23
Groceries,Rice,49.12,2023-12-19
Utilities,Electricity Bill,115.13,2024-08-25
Utilities,Electricity Bill,218.6,2023-11-02
Housing,Mortgage,1778.14,2024-09-02
Transportation,Fuel,124.54,2023-05-18
Utilities,Internet Bill,109.42,2023-07-12
Groceries,Fruit,8.73,2023-08-18
Dining,Fast Food,37.73,2023-01-23
Dining,Fast Food,24.09,2024-12-29
Dining,Restaurant,63.15,2024-10-17
Utilities,Phone Bill,171.44,2024-08-31
Other,Online Purchase,164.43,2023-01-21
Groceries,Bread,86.27,2024-01-25
Groceries,Chicken,97.51,2023-06-06
Groceries,Milk,63.72,2024-11-08
Groceries,Chicken,126.45,2024-12-18
Groceries,Bread,104.76,2024-09-24
Groceries,Bread,158.03,2024-05-24
Groceries,Rice,156.7,2024-06-19
Other,Pharmacy,176.75,2023-10-30
Groceries,Cereal,182.52,2024-12-05
Housing,Mortgage,1013.48,2023-01-14
Dining,Restaurant,134.46,2024-11-16
Transportation,Uber Ride,109.57,2023-03-18
Dining,Restaurant,145.24,2024-10-21
Groceries,Chicken,56.5,2023-02-21
Groceries,Eggs,175.46,2023-10-25
Utilities,Gas Bill,125.11,2023-04-29
Groceries,Milk,6.89,2023-05-22
Dining,Fast Food,55.94,2024-03-24
Other,Pharmacy,219.98,2023-04-06
Utilities,Gas Bill,67.97,2024-02-15
Transportation,Fuel,39.51,2024-01-30
Dining,Cafe,128.98,2024-10-26
Housing,Rent,825.24,2024-12-13
Dining,Fast Food,21.08,2024-08-27
Transportation,Car Maintenance,95.62,2023-07-05
Dining,Food Delivery,99.76,2024-12-01
Housing,Landlord Payment,2158.84,2023-05-14
Transportation,Fuel,17.59,2024-02-26
Transportation,Uber Ride,38.1,2023-11-18
Groceries,Rice,195.69,2024-11-16
Housing,Landlord Payment,1460.81,2024-12-18
Dining,Cafe,107.57,2023-09-12
Transportation,Fuel,22.51,2024-07-25
Housing,Landlord Payment,734.58,2024-10-20
Housing,Landlord Payment,1965.71,2024-05-22
Housing,Rent,1814.72,2023-11-25
Groceries,Chicken,14.82,2023-08-17
Dining,Cafe,67.51,2023-08-29
Groceries,Cereal,161.25,2024-04-03
Groceries,Cereal,92.18,2023-05-02
Other,Online Purchase,28.35,2024-02-27
Groceries,Milk,166.05,2024-09-10
Other,Pharmacy,222.86,2024-07-29
Groceries,Cereal,190.32,2024-01-08
Subscriptions,Spotify,38.62,2023-12-06
Dining,Cafe,116.08,2024-01-08
Dining,Restaurant,20.1,2024-11-05
Groceries,Vegetables,74.25,2024-10-10
Other,Pharmacy,138.28,2024-01-18
Dining,Restaurant,144.02,2024-05-19
Groceries,Fruit,25.86,2024-09-17
Groceries,Bread,186.39,2024-02-07
Groceries,Rice,144.77,2023-04-21
Subscriptions,Netflix,41.99,2024-11-19
Dining,Cafe,75.9,2024-08-26
Other,Misc Expense,241.07,2023-01-05
Transportation,Uber Ride,78.35,2024-03-19
Subscriptions,iCloud,41.9,2023-07-01
Dining,Fast Food,118.23,2023-05-12
Groceries,Vegetables,103.3,2024-01-29
Transportation,Car Maintenance,128.4,2023-09-12
Utilities,Gas Bill,253.07,2024-04-08
Subscriptions,Spotify,20.92,2024-12-17
Housing,Landlord Payment,1113.32,2024-12-19
Transportation,Bus Pass,100.24,2024-07-20
Dining,Fast Food,37.51,2023-10-25
Dining,Fast Food,157.11,2024-10-27
Other,Misc Expense,127.46,2024-12-11
Dining,Restaurant,122.92,2024-07-29
Transportation,Car Maintenance,132.09,2024-12-28
Transportation,Car Maintenance,41.46,2024-03-08
Subscriptions,Prime Membership,8.37,2024-01-26
Groceries,Milk,43.98,2023-06-14
Other,Pharmacy,39.17,2023-03-05
Dining,Food Delivery,36.62,2024-07-08
Groceries,Cereal,24.98,2024-11-22
Dining,Fast Food,120.07,2024-07-28
Utilities,Phone Bill,209.31,2024-12-13
Utilities,Electricity Bill,242.72,2024-02-01
Transportation,Bus Pass,135.28,2023-02-25
Groceries,Chicken,44.6,2024-03-29
Subscriptions,Gym Membership,34.96,2024-07-13
Dining,Fast Food,125.3,2023-07-18
Utilities,Water Bill,256.11,2023-03-18
Groceries,Eggs,148.34,2023-05-03
Utilities,Internet Bill,90.59,2023-09-28
Groceries,Chicken,6.1,2024-04-22
Dining,Fast Food,11.19,2023-11-27
Dining,Food Delivery,81.04,2024-08-09
Dining,Restaurant,126.52,2023-11-22
Transportation,Train Ticket,73.84,2024-06-01
Groceries,Fruit,22.93,2023-08-15
Housing,Landlord Payment,1164.42,2024-01-05
Utilities,Phone Bill,149.67,2024-07-28
Subscriptions,Netflix,8.7,2023-12-21
Transportation,Car Maintenance,128.77,2023-09-07
Other,Pharmacy,97.2,2023-04-27
Utilities,Phone Bill,195.13,2023-01-26
Housing,Mortgage,1447.18,2024-06-04
Transportation,Uber Ride,42.91,2024-10-29
Groceries,Bread,189.9,2023-06-21
Other,Electronics,134.7,2024-10-03
Groceries,Rice,173.67,2024-03-10
Subscriptions,Spotify,26.05,2024-12-20
Housing,Landlord Payment,1851.57,2024-10-24
Subscriptions,Netflix,34.62,2023-06-07
Groceries,Vegetables,12.39,2023-03-17
Groceries,Chicken,113.83,2024-08-11
Subscriptions,Gym Membership,20.71,2024-04-06
Dining,Cafe,54.04,2024-02-03
Dining,Restaurant,104.42,2024-09-25
Groceries,Milk,141.67,2023-03-16
Utilities,Phone Bill,49.94,2024-12-03
Utilities,Electricity Bill,91.16,2024-03-24
Utilities,Electricity Bill,136.39,2024-06-30
Groceries,Fruit,160.37,2024-07-12
Utilities,Water Bill,95.04,2024-10-25
Utilities,Electricity Bill,155.08,2024-07-22
Groceries,Milk,5.98,2024-09-02
Utilities,Phone Bill,247.54,2023-11-09
Groceries,Vegetables,46.29,2024-10-23
Housing,Rent,899.48,2023-08-15
Dining,Food Delivery,35.12,2023-07-05
Dining,Restaurant,136.97,2024-07-16
Transportation,Car Maintenance,12.09,2024-11-18
Groceries,Bread,43.5,2024-08-17
Transportation,Bus Pass,51.29,2024-11-18
Dining,Restaurant,49.2,2023-03-13
Housing,Mortgage,1403.08,2023-12-03
Dining,Food Delivery,112.49,2023-06-06
Dining,Food Delivery,130.19,2024-03-14
Groceries,Vegetables,53.0,2023-08-15
Dining,Cafe,47.89,2024-01-04
Groceries,Vegetables,176.19,2024-04-18
Transportation,Bus Pass,69.2,2023-04-22
Groceries,Bread,169.15,2023-05-24
Housing,Rent,1058.01,2024-10-03
Groceries,Bread,178.96,2024-06-03
Dining,Cafe,124.23,2023-08-06
Housing,Landlord Payment,1053.96,2024-07-06
Transportation,Train Ticket,52.48,2023-08-17
Housing,Landlord Payment,1786.5,2023-10-25
Groceries,Bread,82.37,2024-05-29
Groceries,Rice,170.36,2024-09-20
Dining,Fast Food,74.16,2023-07-03
Dining,Fast Food,119.07,2024-05-10
Housing,Rent,989.17,2024-05-14
Groceries,Chicken,77.04,2023-02-13
Dining,Food Delivery,65.15,2024-04-10
Housing,Rent,2169.91,2023-11-28
Groceries,Chicken,167.8,2023-09-27
Dining,Fast Food,63.38,2024-01-23
Utilities,Electricity Bill,146.42,2024-01-21
Other,Misc Expense,130.54,2023-12-28
Subscriptions,Gym Membership,23.96,2024-05-08
Housing,Rent,1427.85,2023-05-23
Transportation,Train Ticket,12.64,2024-10-20
Utilities,Water Bill,68.92,2024-01-06
Dining,Restaurant,107.47,2024-02-29
Subscriptions,Netflix,23.74,2024-05-05
Transportation,Car Maintenance,24.25,2024-02-25
Groceries,Milk,29.94,2024-08-29
Groceries,Milk,178.71,2023-05-31
Groceries,Chicken,184.88,2024-06-13
Other,Electronics,242.4,2024-10-14
Groceries,Chicken,189.71,2023-08-10
Transportation,Fuel,121.69,2023-06-24
Groceries,Fruit,122.16,2024-08-19
Subscriptions,Spotify,29.55,2024-06-07
Utilities,Gas Bill,241.75,2024-09-02
Dining,Fast Food,63.62,2023-05-16
Groceries,Rice,106.93,2024-05-31
Dining,Fast Food,98.85,2023-07-01
Transportation,Car Maintenance,84.77,2024-06-28
Transportation,Uber Ride,14.86,2024-11-06
Groceries,Milk,179.91,2024-11-25
Dining,Cafe,62.41,2023-02-14
Dining,Cafe,40.57,2024-05-08
Subscriptions,iCloud,18.37,2024-12-14
Dining,Cafe,25.75,2024-05-03
Subscriptions,Netflix,15.61,2024-07-10
Transportation,Train Ticket,2.75,2023-01-08
Dining,Restaurant,85.56,2024-01-20
Dining,Food Delivery,68.37,2023-04-20
Groceries,Chicken,55.95,2024-07-02
Transportation,Bus Pass,86.44,2024-11-27
Utilities,Water Bill,122.11,2024-07-24
Transportation,Bus Pass,79.15,2024-05-10
Utilities,Gas Bill,160.75,2024-12-23
Utilities,Water Bill,225.92,2024-11-06
Groceries,Rice,92.09,2024-12-17
Housing,Rent,982.41,2024-02-15
Subscriptions,Prime Membership,29.18,2024-12-01
Dining,Fast Food,65.31,2024-10-13
Groceries,Bread,165.53,2024-04-27
Housing,Mortgage,786.62,2023-09-27
Groceries,Bread,123.76,2024-01-29
Housing,Mortgage,1601.65,2024-06-17
Utilities,Phone Bill,38.5,2023-06-29
Dining,Cafe,6.66,2024-11-03
Housing,Landlord Payment,1093.31,2023-02-04
Subscriptions,Prime Membership,25.15,2023-08-26
Dining,Restaurant,60.76,2024-11-01
Groceries,Eggs,21.93,2023-10-10
Subscriptions,Gym Membership,31.46,2024-02-20
Dining,Restaurant,119.22,2023-03-12
Housing,Landlord Payment,1090.97,2024-07-26
Housing,Mortgage,1188.59,2023-10-11
Groceries,Rice,93.68,2024-02-18
Dining,Food Delivery,32.13,2024-06-02
Groceries,Bread,103.12,2023-12-15
Housing,Landlord Payment,2132.9,2024-07-04
Subscriptions,Prime Membership,14.26,2024-03-29
Other,Electronics,122.46,2023-09-07
Subscriptions,iCloud,31.95,2024-08-23
Housing,Mortgage,830.22,2023-03-11
Utilities,Water Bill,184.07,2023-08-24
Subscriptions,iCloud,43.17,2024-06-12
Transportation,Bus Pass,36.26,2023-04-06
Utilities,Gas Bill,42.87,2023-07-02
Transportation,Bus Pass,32.16,2024-08-10
Utilities,Water Bill,142.26,2023-07-24
Groceries,Rice,175.18,2023-07-31
Groceries,Rice,168.09,2023-12-31
Groceries,Bread,28.38,2023-03-22
Dining,Cafe,100.14,2024-07-08
Other,Gift,94.69,2023-11-19
Transportation,Car Maintenance,121.89,2024-05-17
Groceries,Chicken,82.59,2024-08-13
Groceries,Fruit,98.27,2024-07-07
Groceries,Vegetables,81.77,2024-12-03
Subscriptions,iCloud,44.04,2024-12-16
Transportation,Bus Pass,97.11,2023-01-13
Dining,Cafe,95.06,2023-11-30
Utilities,Gas Bill,68.98,2023-09-27
Groceries,Cereal,191.91,2023-12-18
Utilities,Internet Bill,124.63,2024-03-05
Dining,Food Delivery,61.59,2024-02-15
Utilities,Water Bill,159.28,2024-08-12
Dining,Restaurant,116.73,2023-08-30
Dining,Cafe,35.39,2023-06-03
Transportation,Uber Ride,26.37,2024-05-26
Groceries,Vegetables,158.14,2023-11-04
Utilities,Phone Bill,36.21,2023-04-12
Dining,Restaurant,38.4,2023-09-18
Transportation,Uber Ride,64.08,2023-12-09
Utilities,Gas Bill,156.68,2023-09-21
Utilities,Internet Bill,53.49,2024-11-26
Other,Misc Expense,145.48,2024-10-27
Dining,Fast Food,156.8,2023-10-19
Utilities,Phone Bill,139.56,2024-04-02
Housing,Mortgage,1601.18,2024-04-19
Dining,Fast Food,139.58,2024-10-17
Subscriptions,Gym Membership,21.29,2024-09-19
Dining,Restaurant,17.26,2023-12-18
Groceries,Vegetables,132.34,2024-12-28
Utilities,Internet Bill,88.74,2024-03-31
Subscriptions,Gym Membership,34.66,2024-06-17
Other,Gift,44.33,2023-01-24
Groceries,Rice,134.09,2024-12-18
Dining,Fast Food,30.87,2023-04-16
Groceries,Cereal,111.94,2023-01-27
Subscriptions,Prime Membership,35.36,2023-03-27
Groceries,Eggs,21.44,2024-02-04
Utilities,Water Bill,198.33,2024-03-29
Dining,Fast Food,86.65,2023-06-24
